Position,"Track Name",Artist,Streams,URL
1,"One Dance",Drake,10620757,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
2,"Too Good",Drake,6473719,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew
3,"Needed Me",Rihanna,6331240,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm
4,"This Is What You Came For","Calvin Harris",5955778,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y
5,Controlla,Drake,5703391,https://open.spotify.com/track/4CpKEkdGbOJV51cSvx7SoG
6,Panda,Desiigner,5441291,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h
7,"Don't Let Me Down","The Chainsmokers",5407725,https://open.spotify.com/track/1i1fxkWeaMmKEB4T7zqbzK
8,Ride,"Twenty One Pilots",5401938,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW
9,"Don't Mind","Kent Jones",5087258,https://open.spotify.com/track/27PmvZoffODNFW2p7ehZTQ
10,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",4646787,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
11,"Work from Home","Fifth Harmony",4527542,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb
12,Heathens,"Twenty One Pilots",4511135,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
13,Broccoli,D.R.A.M.,4289270,https://open.spotify.com/track/0qy5D3OJre7SPJNMOL9I71
14,"Cheap Thrills",Sia,4190503,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j
15,"Treat You Better","Shawn Mendes",4034444,https://open.spotify.com/track/53B2XmmjJ9rriW1qciMBeX
16,"I Took A Pill In Ibiza - Seeb Remix","Mike Posner",3915000,https://open.spotify.com/track/1MtUq6Wp1eQ8PC6BbPCj8P
17,"Send My Love (To Your New Lover)",Adele,3879351,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb
18,"Into You","Ariana Grande",3858529,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0
19,"Never Be Like You",Flume,3638178,https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr
20,"i hate u, i love u (feat. olivia o'brien)",gnash,3574689,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe
21,Gold,Kiiara,3519016,https://open.spotify.com/track/6ZSO7kPn8IMJFymyticbJO
22,"For Free","DJ Khaled",3478212,https://open.spotify.com/track/4JDZl9nKIAhAhDjw753u4X
23,"Low Life",Future,3358698,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX
24,"Pop Style",Drake,3295665,https://open.spotify.com/track/334S9SWZMjyRDN0wrHw7wk
25,Close,"Nick Jonas",3253016,https://open.spotify.com/track/2wJhFcye5iiW2mVBpGednz
26,Capsize,FRENSHIP,3161895,https://open.spotify.com/track/3GBlLqIYgB8zWaeWDNJzdh
27,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",3145885,https://open.spotify.com/track/06KyNuuMOX1ROXRhj787tj
28,"Say It (feat. Tove Lo)",Flume,3135516,https://open.spotify.com/track/4sQMalN597HdggTu196aL0
29,"Kill Em With Kindness","Selena Gomez",3101520,https://open.spotify.com/track/7KxhSJOYiqCDclXDBNlFSZ
30,Middle,"DJ Snake",3025591,https://open.spotify.com/track/2Fn3coxd0xAZ09JtrgcgHa
31,"Light It Up (feat. Nyla & Fuse ODG) - Remix","Major Lazer",3006911,https://open.spotify.com/track/6lDo13SSgTv0WbyUQKgnjk
32,"All In My Head (Flex)","Fifth Harmony",2988839,https://open.spotify.com/track/7nD9nN3jord9wWcfW3Gkcm
33,"Never Forget You","Zara Larsson",2934421,https://open.spotify.com/track/6WLS56xiRrXjSm9RSdL3zD
34,"Please Don't Go","Joel Adams",2897265,https://open.spotify.com/track/3cNjgVBKTJ1SvKhunrCdVy
35,"THat Part","ScHoolboy Q",2855179,https://open.spotify.com/track/2yJ9GVCLMmzBBfQAnfzlwr
36,Work,Rihanna,2734787,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v
37,"Hymn For The Weekend - Seeb Remix",Coldplay,2660498,https://open.spotify.com/track/6s3GEN8wK0OMzzzZbXj0fu
38,"No Money",Galantis,2621176,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd
39,"Wild Things","Alessia Cara",2599006,https://open.spotify.com/track/2ZyuwVvV6Z3XJaXIFbspeE
40,"Once In a While",Timeflies,2597297,https://open.spotify.com/track/6cREm4bV7V79Yxdilx9HDo
41,"The Ocean","Mike Perry",2572460,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv
42,Wicked,Future,2539137,https://open.spotify.com/track/6BbINUfGabVyiNFJpQXn3x
43,"Uber Everywhere",Madeintyo,2522867,https://open.spotify.com/track/7zBPzAjKAqQpcv8F8GCq5s
44,"Fast Car - Radio Edit","Jonas Blue",2510760,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ
45,Jumpman,Drake,2466023,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
46,"Me, Myself & I",G-Eazy,2434582,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC
47,Sex,"Cheat Codes",2401115,https://open.spotify.com/track/5ZEM9j0jrFr5RdHEbl2MYV
48,"Really Really","Kevin Gates",2400727,https://open.spotify.com/track/10I3CmmwT0BkOVhduDy53o
