Position,"Track Name",Artist,Streams,URL
54,"I Don't Fuck With You","Big Sean",1134620,https://open.spotify.com/track/4w7yrP4RAeeyhfG9nJqQvS
55,Legend,Drake,1133894,https://open.spotify.com/track/1ID1QFSNNxi0hiZCNcwjUC
56,Budapest,"George Ezra",1107310,https://open.spotify.com/track/7GJClzimvMSghjcrKxuf1M
57,"Be Real","Kid Ink",1085642,https://open.spotify.com/track/32tBNiuuQtkUG5eBWpC0oQ
58,"Jump Out The Face (feat. Future)","Meek Mill",1046780,https://open.spotify.com/track/17AS0y6FnHdYImAPUydAJg
59,Often,"The Weeknd",1040959,https://open.spotify.com/track/4AILWMTyKIlicSfDVNtZQD
60,"10 Bands",Drake,1026394,https://open.spotify.com/track/12d5QFwzh60IIHlsSnAvps
61,Blessings,"Big Sean",1019637,https://open.spotify.com/track/1bzM1cd6oqFozdr4wK6HdR
62,"Lord Knows (feat. Tory Lanez)","Meek Mill",1017254,https://open.spotify.com/track/57hCSu4zMTdnSum7NBL1Ye
63,"Marvin Gaye (feat. Meghan Trainor)","Charlie Puth",1005872,https://open.spotify.com/track/6ukMqDxnOPOgoHdak7Kyp3
64,"House Party","Sam Hunt",1002783,https://open.spotify.com/track/1TwLKNsCnhi1HxbIi4bAW0
65,"Stay With Me","Sam Smith",993485,https://open.spotify.com/track/7IHOIqZUUInxjVkko181PB
66,"Uma Thurman","Fall Out Boy",988760,https://open.spotify.com/track/5PUawWFG1oIS2NwEcyHaCr
67,"Truffle Butter","Nicki Minaj",981657,https://open.spotify.com/track/3keUgTGEoZJt0QkzTB6kHg
68,"Wet Dreamz","J. Cole",954685,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e
69,Centuries,"Fall Out Boy",942184,https://open.spotify.com/track/0yhPEz5KxlDwckGJaMlZqM
70,"No Role Modelz","J. Cole",926671,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
71,"Take Your Time","Sam Hunt",922495,https://open.spotify.com/track/6DEaND0SHv3sC11xobZLiy
